n_rows,n_sources,n_genes,n_species,n_label_sets,sources,genes,label_sets,sequence_length
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Tet1,Axon;Neurite,14375
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Klf11,"Axon;Cell_body,Cytoplasm",4211
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Aard,Axon;Neurite,1434
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Myrf,Axon;Synap,5743
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rhpn1,"Cell_body;Cell_body,Cytoplasm",3714
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Pcdha3,"Axon;Cell_body,Cytoplasm",5338
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Tgfbr1,Cell_body;Synap,5953
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Ptpn18,Cell_body;Synap,3495
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Mark3,Axon;Cell_body,5601
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Zfp317,"Cell_body;Cell_body,Cytoplasm",6885
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Kcnn1,Cell_body;Synap,4892
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Nexn,Axon;Neurite,5677
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Notch3,Axon;Synap,8083
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Tmem258,Cell_body;Neurite,1538
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Tada1,"Cell_body;Cell_body,Cytoplasm",3336
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Pcdhgc5,"Axon;Cell_body,Cytoplasm",5777
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Arhgef12,Axon;Neurite,10955
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Tatdn1,Cell_body;Neurite,4927
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rgs8,Axon;Neurite,8685
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Mif,Cell_body;Neurite,629
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Dop1b,Axon;Synap,8357
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Add2,Axon;Neurite,8671
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Maip1,Cell_body;Synap,4874
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Ndufs6,Cell_body;Neurite,3611
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Cth,"Cell_body;Cell_body,Cytoplasm",3121
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Sbno2,Axon;Cell_body,6100
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Elob,Cell_body;Neurite,1117
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Thsd7b,Axon;Synap,6213
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Inppl1,Axon;Neurite,5845
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Mrpl54,Cell_body;Neurite,4150
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rpl36,Cell_body;Neurite,2043
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rsrp1,"Cell_body;Cell_body,Cytoplasm",3051
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Bace2,Axon;Synap,7868
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rps6,Cell_body;Neurite,3059
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Ptp4a2,Cell_body;Neurite,9859
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Cntnap5b,Axon;Synap,9847
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Mmut,Axon;Synap,3869
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rmdn2,Cell_body;Neurite,5388
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Drc1,"Axon;Axon,Ribosome",5125
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Fam193a,Axon;Cell_body,6009
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Car14,Cell_body;Synap,2392
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Bicd1,Axon;Neurite,10443
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Asxl2,"Axon;Axon,Ribosome",12004
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Zfp729a,"Cell_body;Cell_body,Cytoplasm",9455
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Mblac2,Axon;Cell_body,4330
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Trf,Axon;Synap,3540
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Jam2,Cell_body;Synap,5412
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Eif3e,Cell_body;Neurite,4123
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Pam16,Cell_body;Neurite,1634
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Urb1,"Axon;Cell_body,Cytoplasm",7349
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Stx3,Cell_body;Neurite,8923
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Rnmt,Axon;Cell_body,5537
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Sptb,Axon;Neurite,10412
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Col26a1,"Axon;Cell_body,Cytoplasm",2812
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Cartpt,Cell_body;Synap,2091
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Rassf3,Axon;Cell_body,4891
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Agbl4,Axon;Neurite,4012
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Sema3d,Axon;Synap,6668
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Cep85l,"Axon;Cell_body,Cytoplasm",7428
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Tonsl,Axon;Neurite,5080
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rps27a,Cell_body;Neurite,1907
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Tma7,Cell_body;Neurite,944
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Mrs2,Axon;Neurite,8479
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Nktr,Axon;Cell_body,8950
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Lama4,Axon;Synap,7871
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Ifngr1,Cell_body;Synap,2163
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Pik3cd,Axon;Neurite,6979
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Igfbp3,Axon;Synap,3551
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Epha10,Axon;Synap,6860
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Folh1,Cell_body;Synap,3211
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Mapk7,Axon;Cell_body,4238
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rpl35a,Cell_body;Neurite,2858
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Gpr68,Axon;Synap,4121
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Slc22a8,Axon;Synap,5546
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rreb1,"Axon;Cell_body,Cytoplasm",9950
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ak5,Axon;Cell_body,10642
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Ndrg1,"Cell_body;Cell_body,Cytoplasm",4049
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Cmpk1,Cell_body;Neurite,3631
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rpl30,Cell_body;Neurite,2412
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rps7,Cell_body;Neurite,4212
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,H6pd,Axon;Synap,5393
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Pkia,Cell_body;Neurite,4257
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Zmynd8,Axon;Cell_body,8288
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Gng5,Cell_body;Neurite,2723
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Mcam,Axon;Synap,3345
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,D430019H16Rik,Axon;Neurite,5810
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Pign,Axon;Synap,6802
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Col4a2,Axon;Synap,6746
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Scp2,Cell_body;Neurite,3630
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Tspan2,Axon;Synap,4706
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Megf11,"Axon;Axon,Ribosome",6760
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Bach2,Axon;Cell_body,8976
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Pip5kl1,Axon;Cell_body,3144
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Sertad2,"Axon;Cell_body,Cytoplasm",6106
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Vps13c,Axon;Cell_body,13631
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Ctxn2,Axon;Neurite,1032
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Ercc6,"Axon;Cell_body,Cytoplasm",8447
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Il34,Axon;Synap,3169
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Zfp623,"Cell_body;Cell_body,Cytoplasm",5842
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Sem1,Cell_body;Neurite,2250
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Eif4g1,Axon;Cell_body,6427
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Gemin2,"Cell_body;Cell_body,Cytoplasm",2946
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Camta1,Axon;Cell_body,10518
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Jag2,Axon;Synap,5186
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Lzts2,Axon;Neurite,5028
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Dnajc27,Axon;Neurite,4914
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Pole4,Cell_body;Neurite,3039
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Efr3b,"Axon;Axon,Ribosome",6589
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Zfyve1,"Axon;Cell_body,Cytoplasm",6392
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Elf4,Axon;Synap,6351
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Hdac4,Axon;Neurite,8827
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Nin,Axon;Neurite,10332
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Polb,Cell_body;Neurite,6536
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Srp54a,"Cell_body;Cell_body,Cytoplasm",4554
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Csnk1e,Axon;Cell_body,5407
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Ptp4a3,"Cell_body;Cell_body,Ribosome",6696
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Arap3,Axon;Synap,6727
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Gldc,Cell_body;Synap,7693
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Dnmt3a,Axon;Neurite,9913
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Nckap5l,Axon;Cell_body,5499
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Tango2,Axon;Cell_body,3813
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Lrrc32,Axon;Synap,4630
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Bdh1,Axon;Cell_body,3485
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Selenoi,Axon;Synap,6803
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Egflam,Cell_body;Synap,4851
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Ehbp1l1,"Axon;Axon,Ribosome",6631
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Sat1,Cell_body;Neurite,1352
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Fan1,Axon;Neurite,3460
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Atp10d,"Axon;Cell_body,Cytoplasm",6052
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Eml3,"Axon,Ribosome;Cell_body",3504
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Susd3,Cell_body;Synap,1802
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Prodh,Cell_body;Synap,4943
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Ptchd4,Axon;Synap,6805
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Zfp945,"Cell_body;Cell_body,Cytoplasm",7945
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Lztr1,"Axon;Cell_body,Ribosome",3815
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,5031439G07Rik,Axon;Neurite,7739
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Brd2,Axon;Neurite,5318
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Adgrg2,Axon;Synap,4943
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Lnpep,Cell_body;Synap,12052
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Slc25a1,Axon;Cell_body,1856
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Ccnq,"Cell_body;Cell_body,Cytoplasm",1224
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Pigz,Cell_body;Synap,2491
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Hs3st4,Axon;Neurite,3189
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Cfap46,Axon;Neurite,8180
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Fau,Cell_body;Neurite,810
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rap2c,Cell_body;Neurite,12003
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Tdp2,"Cell_body;Cell_body,Cytoplasm",2711
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rfk,Cell_body;Neurite,2558
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Osbp,Axon;Cell_body,4748
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Pyurf,Cell_body;Neurite,3573
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Fgd6,Axon;Synap,8044
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Nexmif,"Axon;Cell_body,Cytoplasm",11496
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Pard6g,Axon;Cell_body,5859
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rnf113a2,"Cell_body;Cell_body,Cytoplasm",1383
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Nhlrc1,"Cell_body;Cell_body,Cytoplasm",2294
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Fam162a,Cell_body;Neurite,1676
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Gas1,Cell_body;Synap,2961
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Pcdha11,"Axon;Cell_body,Cytoplasm",5360
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Sox11,Axon;Neurite,8311
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Kif26a,Axon;Neurite,6918
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Cd248,Axon;Synap,2605
